"Code","Date","Observed","Suggested","Anomaly (std.devs.)","Deleted"
p003,2017-03-29,1.6,21.2,-5.11,0
p003,2017-11-17,3.9,24.2,-5.3,0
p004,1995-04-07,0.8,21.8,-6.02,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.21,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.2,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.81,0
p002,1986-01-04,31.5,0,9.62,0
p002,1986-01-13,29.6,1.4,8.61,0
p002,1986-10-04,0,18.5,-5.64,0
p002,1987-11-10,26,2.5,7.19,0
p002,1988-02-11,0,21.2,-6.46,0
p002,1996-04-10,0,17.3,-5.28,0
p002,2001-01-13,33.3,5.5,7.22,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.3,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.69,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.22,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21,-5.47,0
p003,1986-01-13,0,21.7,-5.66,0
p003,1986-01-16,0,23.3,-6.08,0
p003,1986-02-04,11.3,34.4,-6.02,0
p003,1986-03-09,1.4,26.8,-6.62,0
p003,1986-03-22,0,21.4,-5.57,0
p003,1986-10-04,0,26.4,-6.89,0
p003,1986-11-05,0,24.7,-6.43,0
p003,1986-12-10,0,18.7,-4.87,0
p003,1987-03-08,3.9,24.1,-5.28,0
p003,1990-05-19,0,19.9,-5.19,0
p003,1995-03-12,32.2,4.3,7.27,0
p003,2011-03-29,0,19.8,-5.17,0
p003,2011-10-29,33.2,4.5,7.47,0
p003,2012-01-04,40.8,0.4,10.53,0
p003,2012-11-01,0,21.5,-5.61,0
p003,2014-09-18,0,19.5,-5.07,0
p003,2015-01-19,4,28.7,-6.44,0
p003,2015-02-15,12,31.3,-5.02,0
p003,2015-02-17,29.8,0,7.76,0
p003,2017-03-29,1.6,21.2,-5.11,0
p003,2017-11-17,3.9,24.2,-5.3,0
p004,1995-04-07,0.8,21.8,-6.03,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.21,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.2,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.81,0
p002,1986-01-04,31.5,0,9.62,0
p002,1986-01-13,29.6,1.4,8.61,0
p002,1986-10-04,0,18.5,-5.67,0
p002,1987-11-10,26,2.5,7.19,0
p002,1988-02-11,0,21.1,-6.46,0
p002,1996-04-10,0,17.3,-5.27,0
p002,2001-01-13,33.3,5.5,7.22,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.22,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21,-5.47,0
p003,1986-01-13,0,21.8,-5.67,0
p003,1986-01-16,0,23.4,-6.09,0
p003,1986-02-04,11.3,34.5,-6.05,0
p003,1986-03-09,1.4,26.9,-6.64,0
p003,1986-03-22,0,21.5,-5.59,0
p003,1986-10-04,0,26.6,-6.93,0
p003,1986-11-05,0,24.8,-6.46,0
p003,1986-12-10,0,18.8,-4.89,0
p003,1987-03-08,3.9,24.1,-5.27,0
p003,1990-05-19,0,19.9,-5.2,0
p003,1995-03-12,32.2,4.3,7.27,0
p003,2011-03-29,0,19.8,-5.16,0
p003,2011-10-29,33.2,4.5,7.47,0
p003,2012-01-04,40.8,0.4,10.53,0
p003,2012-11-01,0,21.5,-5.61,0
p003,2014-09-18,0,19.5,-5.07,0
p003,2015-01-19,4,28.7,-6.44,0
p003,2015-02-15,12,31.3,-5.02,0
p003,2015-02-17,29.8,0,7.76,0
p003,2017-03-29,1.6,21.2,-5.11,0
p003,2017-11-17,3.9,24.2,-5.3,0
p004,1995-04-07,0.8,21.9,-6.03,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.21,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.2,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.81,0
p002,1986-01-04,31.5,0,9.62,0
p002,1986-01-13,29.6,1.4,8.61,0
p002,1986-10-04,0,18.6,-5.7,0
p002,1987-11-10,26,2.5,7.19,0
p002,1988-02-11,0,21.1,-6.45,0
p002,1995-04-07,28.4,5.4,7.03,0
p002,1996-04-10,0,17.2,-5.27,0
p002,2001-01-13,33.3,5.5,7.22,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.22,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21,-5.47,0
p003,1986-01-13,0,21.8,-5.67,0
p003,1986-01-16,0,23.4,-6.1,0
p003,1986-02-04,11.3,34.6,-6.08,0
p003,1986-03-09,1.4,27,-6.66,0
p003,1986-03-22,0,21.6,-5.61,0
p003,1986-10-04,0,26.7,-6.97,0
p003,1986-11-05,0,24.9,-6.49,0
p003,1986-12-10,0,18.8,-4.91,0
p003,1987-03-08,3.9,24.1,-5.27,0
p003,1990-05-19,0,20,-5.2,0
p003,1995-03-12,32.2,4.3,7.27,0
p003,2011-03-29,0,19.8,-5.16,0
p003,2011-10-29,33.2,4.5,7.47,0
p003,2012-01-04,40.8,0.4,10.53,0
p003,2012-11-01,0,21.5,-5.61,0
p003,2014-09-18,0,19.5,-5.07,0
p003,2015-01-19,4,28.7,-6.43,0
p003,2015-02-15,12,31.2,-5.01,0
p003,2015-02-17,29.8,0,7.76,0
p003,2017-03-29,1.6,21.2,-5.11,0
p003,2017-11-17,3.9,24.2,-5.29,0
p004,1995-04-07,0.8,21.9,-6.03,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.21,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.3,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.81,0
p002,1986-01-04,31.5,0,9.63,0
p002,1986-01-13,29.6,1.4,8.61,0
p002,1986-10-04,0,18.7,-5.72,0
p002,1987-11-10,26,2.5,7.2,0
p002,1988-02-11,0,21.1,-6.45,0
p002,1995-04-07,28.4,5.4,7.04,0
p002,1996-04-10,0,17.2,-5.26,0
p002,2001-01-13,33.3,5.5,7.22,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.22,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21,-5.47,0
p003,1986-01-13,0,21.8,-5.68,0
p003,1986-01-16,0,23.5,-6.11,0
p003,1986-02-04,11.3,34.7,-6.11,0
p003,1986-03-09,1.4,27.1,-6.68,0
p003,1986-03-22,0,21.6,-5.63,0
p003,1986-10-04,0,26.9,-7,0
p003,1986-11-05,0,25,-6.51,0
p003,1986-12-10,0,18.9,-4.93,0
p003,1987-03-08,3.9,24.1,-5.27,0
p003,1990-05-19,0,20,-5.2,0
p003,1995-03-12,32.2,4.3,7.27,0
p003,2011-03-29,0,19.8,-5.16,0
p003,2011-10-29,33.2,4.5,7.47,0
p003,2012-01-04,40.8,0.4,10.52,0
p003,2012-11-01,0,21.5,-5.6,0
p003,2014-09-18,0,19.4,-5.06,0
p003,2015-01-19,4,28.7,-6.43,0
p003,2015-02-15,12,31.2,-5.01,0
p003,2015-02-17,29.8,0,7.75,0
p003,2017-03-29,1.6,21.2,-5.11,0
p003,2017-11-17,3.9,24.2,-5.29,0
p004,1995-04-07,0.8,21.9,-6.04,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.21,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.3,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.81,0
p002,1986-01-04,31.5,0,9.63,0
p002,1986-01-13,29.6,1.4,8.61,0
p002,1986-10-04,0,18.8,-5.75,0
p002,1987-11-10,26,2.4,7.2,0
p002,1988-02-11,0,21.1,-6.44,0
p002,1995-04-07,28.4,5.4,7.04,0
p002,1996-04-10,0,17.2,-5.26,0
p002,2001-01-13,33.3,5.5,7.22,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.21,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21,-5.48,0
p003,1986-01-13,0,21.8,-5.68,0
p003,1986-01-16,0,23.5,-6.12,0
p003,1986-02-04,11.3,34.9,-6.13,0
p003,1986-03-09,1.4,27.2,-6.7,0
p003,1986-03-22,0,21.7,-5.65,0
p003,1986-10-04,0,27,-7.03,0
p003,1986-11-05,0,25.1,-6.53,0
p003,1986-12-10,0,19,-4.95,0
p003,1987-03-08,3.9,24.1,-5.27,0
p003,1990-05-19,0,20,-5.2,0
p003,1995-03-12,32.2,4.3,7.27,0
p003,2011-03-29,0,19.8,-5.16,0
p003,2011-10-29,33.2,4.5,7.47,0
p003,2012-01-04,40.8,0.4,10.52,0
p003,2012-11-01,0,21.5,-5.6,0
p003,2014-09-18,0,19.4,-5.06,0
p003,2015-01-19,4,28.7,-6.43,0
p003,2015-02-15,12,31.2,-5.01,0
p003,2015-02-17,29.8,0,7.75,0
p003,2017-03-29,1.6,21.2,-5.1,0
p003,2017-11-17,3.9,24.2,-5.29,0
p004,1995-04-07,0.8,21.9,-6.04,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.21,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.3,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.8,0
p002,1986-01-04,31.5,0,9.63,0
p002,1986-01-13,29.6,1.4,8.6,0
p002,1986-10-04,0,18.9,-5.78,0
p002,1987-11-10,26,2.4,7.2,0
p002,1988-02-11,0,21.1,-6.44,0
p002,1995-04-07,28.4,5.4,7.04,0
p002,1996-04-10,0,17.2,-5.26,0
p002,2001-01-13,33.3,5.5,7.22,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.21,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21.1,-5.48,0
p003,1986-01-13,0,21.9,-5.69,0
p003,1986-01-16,0,23.5,-6.13,0
p003,1986-02-04,11.3,35,-6.16,0
p003,1986-03-09,1.4,27.2,-6.72,0
p003,1986-03-22,0,21.8,-5.67,0
p003,1986-10-04,0,27.2,-7.07,0
p003,1986-11-05,0,25.2,-6.56,0
p003,1986-12-10,0,19.1,-4.96,0
p003,1987-03-08,3.9,24.1,-5.27,0
p003,1990-05-19,0,20,-5.2,0
p003,1995-03-12,32.2,4.3,7.26,0
p003,2011-03-29,0,19.8,-5.16,0
p003,2011-10-29,33.2,4.5,7.46,0
p003,2012-01-04,40.8,0.4,10.52,0
p003,2012-11-01,0,21.5,-5.6,0
p003,2014-09-18,0,19.4,-5.06,0
p003,2015-01-19,4,28.7,-6.42,0
p003,2015-02-15,12,31.2,-5.01,0
p003,2015-02-17,29.8,0,7.75,0
p003,2017-03-29,1.6,21.2,-5.1,0
p003,2017-11-17,3.9,24.2,-5.29,0
p004,1995-04-07,0.8,21.9,-6.05,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.21,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.3,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.8,0
p002,1986-01-04,31.5,0,9.63,0
p002,1986-01-13,29.6,1.5,8.6,0
p002,1986-10-04,0,19,-5.8,0
p002,1987-11-10,26,2.4,7.2,0
p002,1988-02-11,0,21,-6.43,0
p002,1995-04-07,28.4,5.4,7.04,0
p002,1996-04-10,0,17.2,-5.25,0
p002,2001-01-13,33.3,5.5,7.22,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.21,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21.1,-5.48,0
p003,1986-01-13,0,21.9,-5.69,0
p003,1986-01-16,0,23.6,-6.14,0
p003,1986-01-28,0,18.7,-4.86,0
p003,1986-02-04,11.3,35.1,-6.18,0
p003,1986-03-09,1.4,27.3,-6.74,0
p003,1986-03-22,0,21.9,-5.69,0
p003,1986-10-04,0,27.3,-7.1,0
p003,1986-11-05,0,25.3,-6.58,0
p003,1986-12-10,0,19.1,-4.98,0
p003,1987-03-08,3.9,24.1,-5.27,0
p003,1990-05-19,0,20,-5.2,0
p003,1995-03-12,32.2,4.3,7.26,0
p003,2011-03-29,0,19.8,-5.15,0
p003,2011-10-29,33.2,4.5,7.46,0
p003,2012-01-04,40.8,0.4,10.52,0
p003,2012-11-01,0,21.5,-5.6,0
p003,2014-09-18,0,19.4,-5.06,0
p003,2015-01-19,4,28.7,-6.42,0
p003,2015-02-15,12,31.2,-5,0
p003,2015-02-17,29.8,0,7.75,0
p003,2017-03-29,1.6,21.2,-5.1,0
p003,2017-11-17,3.9,24.2,-5.28,0
p004,1995-04-07,0.8,21.9,-6.05,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.22,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.3,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.8,0
p002,1986-01-04,31.5,0,9.63,0
p002,1986-01-13,29.6,1.5,8.6,0
p002,1986-10-04,0,19,-5.82,0
p002,1987-11-10,26,2.4,7.2,0
p002,1988-02-11,0,21,-6.43,0
p002,1995-04-07,28.4,5.4,7.04,0
p002,1996-04-10,0,17.2,-5.25,0
p002,2001-01-13,33.3,5.5,7.21,0
p002,2001-02-20,28.8,0,7.47,0
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.21,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21.1,-5.48,0
p003,1986-01-13,0,21.9,-5.7,0
p003,1986-01-16,0,23.6,-6.15,0
p003,1986-01-28,0,18.7,-4.87,0
p003,1986-02-04,11.3,35.1,-6.2,0
p003,1986-03-09,1.4,27.4,-6.76,0
p003,1986-03-22,0,21.9,-5.71,0
p003,1986-10-04,0,27.4,-7.13,0
p003,1986-11-05,0,25.4,-6.6,0
p003,1986-12-10,0,19.2,-5,0
p003,1987-03-08,3.9,24.1,-5.27,0
p003,1990-05-19,0,20,-5.2,0
p003,1995-03-12,32.2,4.3,7.26,0
p003,2011-03-29,0,19.8,-5.15,0
p003,2011-10-29,33.2,4.5,7.46,0
p003,2012-01-04,40.8,0.4,10.51,0
p003,2012-11-01,0,21.5,-5.6,0
p003,2014-09-18,0,19.4,-5.06,0
p003,2015-01-19,4,28.7,-6.42,0
p003,2015-02-15,12,31.2,-5,0
p003,2015-02-17,29.8,0,7.75,0
p003,2017-03-29,1.6,21.2,-5.1,0
p003,2017-11-17,3.9,24.2,-5.28,0
p004,1995-04-07,0.8,21.9,-6.05,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.22,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.3,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.8,0
p002,1986-01-04,31.5,0,9.63,0
p002,1986-01-13,29.6,1.5,8.6,0
p002,1986-10-04,0,19.1,-5.85,0
p002,1987-11-10,26,2.4,7.2,0
p002,1988-02-11,0,21,-6.42,0
p002,1995-04-07,28.4,5.4,7.04,0
p002,1996-04-10,0,17.2,-5.24,0
p002,2001-01-13,33.3,5.5,7.21,0
p002,2001-02-20,28.8,0,7.47,0
p003,1986-10-04,0,27.5,-7.16,1
p001,1987-03-08,36.5,4.4,8.74,0
p001,1988-02-11,40.8,5.9,9.48,0
p001,1995-02-19,29.8,3.8,7.08,0
p001,1998-10-12,34.3,7.5,7.3,0
p001,1999-02-24,0.2,24.8,-6.68,0
p001,2001-04-07,2.6,20.6,-4.89,0
p001,2003-03-07,2.2,23.1,-5.67,0
p001,2005-02-27,34.4,4,8.27,0
p001,2007-03-28,30,1.2,7.84,0
p001,2009-04-11,3.4,26.2,-6.2,0
p001,2009-04-12,32.7,2.1,8.33,0
p001,2009-12-24,35.8,2.3,9.1,0
p001,2010-02-21,0,18.3,-4.99,0
p001,2010-04-05,29.2,1.6,7.5,0
p001,2011-01-29,1.3,21.5,-5.49,0
p001,2011-02-02,0,18.8,-5.12,0
p001,2012-11-01,41.2,4.2,10.05,0
p001,2014-01-04,0,21.4,-5.81,0
p001,2014-03-04,34.9,1,9.21,0
p002,2003-03-07,37.1,12.6,7.64,0
p002,2004-03-25,38.6,3,11.1,0
p002,2007-02-27,36.3,4.1,10.06,0
p002,2009-12-26,36.3,9.9,8.24,0
p002,2012-12-08,36.9,9.2,8.64,0
p002,2013-05-04,27.9,0.2,8.64,0
p003,1986-01-04,0,21.1,-5.48,0
p003,1986-01-13,0,21.9,-5.7,0
p003,1986-01-16,0,23.7,-6.15,0
p003,1986-01-28,0,18.7,-4.87,0
p003,1986-02-04,11.3,35.2,-6.22,0
p003,1986-03-09,1.4,27.4,-6.78,0
p003,1986-03-22,0,22,-5.72,0
p003,1986-11-05,0,25.5,-6.62,0
p003,1986-12-10,0,19.3,-5.01,0
p003,1987-03-08,3.9,24.1,-5.26,0
p003,1990-05-19,0,20,-5.2,0
p003,1995-03-12,32.2,4.3,7.26,0
p003,2011-03-29,0,19.8,-5.15,0
p003,2011-10-29,33.2,4.5,7.46,0
p003,2012-01-04,40.8,0.4,10.51,0
p003,2012-11-01,0,21.5,-5.59,0
p003,2014-09-18,0,19.4,-5.05,0
p003,2015-01-19,4,28.7,-6.42,0
p003,2015-02-15,12,31.2,-5,0
p003,2015-02-17,29.8,0,7.75,0
p003,2017-03-29,1.6,21.2,-5.1,0
p003,2017-11-17,3.9,24.2,-5.28,0
p004,1995-04-07,0.8,22,-6.05,0
p004,1995-12-22,36.6,6.4,8.64,0
p004,1996-01-20,32.5,7,7.29,0
p004,1998-01-24,35.5,10.3,7.22,0
p004,1998-02-24,31.5,2.4,8.32,0
p004,1998-10-12,6.8,24.3,-5,0
p004,2008-10-17,39,3.1,10.28,0
p004,2011-03-29,36.5,9.2,7.8,0
p002,1986-01-04,31.5,0,9.63,0
p002,1986-01-13,29.6,1.5,8.6,0
p002,1986-10-04,0,19.2,-5.87,0
p002,1987-11-10,26,2.4,7.2,0
p002,1988-02-11,0,21,-6.42,0
p002,1995-04-07,28.4,5.3,7.05,0
p002,1996-04-10,0,17.1,-5.24,0
p002,2001-01-13,33.3,5.5,7.21,0
